original_name,detected_extension,matched_reference,normalized_reference,match_method,image_key,renamed_file,csv_path
8186.jpg,.jpg,8186,8186,prefixe-plus-long,8186,8186-001.jpg,backend/uploads/products/8186-001.jpg
8190.jpg,.jpg,8190,8190,prefixe-plus-long,8190,8190-001.jpg,backend/uploads/products/8190-001.jpg
8203.png,.png,82,82,prefixe-plus-long,8203,82-001.png,backend/uploads/products/82-001.png
8205.png,.png,82,82,prefixe-plus-long,8205,82-002.png,backend/uploads/products/82-002.png
8207.jpg,.jpg,82,82,prefixe-plus-long,8207,82-003.jpg,backend/uploads/products/82-003.jpg
8211.png,.png,8211,8211,prefixe-plus-long,8211,8211-001.png,backend/uploads/products/8211-001.png
8212.jpg,.jpg,8212,8212,prefixe-plus-long,8212,8212-001.jpg,backend/uploads/products/8212-001.jpg
8213.jpg,.jpg,82,82,prefixe-plus-long,8213,82-004.jpg,backend/uploads/products/82-004.jpg
8214.jpg,.jpg,82,82,prefixe-plus-long,8214,82-005.jpg,backend/uploads/products/82-005.jpg
8218.png,.png,82,82,prefixe-plus-long,8218,82-006.png,backend/uploads/products/82-006.png
8219.png,.png,82,82,prefixe-plus-long,8219,82-007.png,backend/uploads/products/82-007.png
8220_.png,.png,8220,8220,prefixe-plus-long,8220,8220-001.png,backend/uploads/products/8220-001.png
8221.png,.png,8221,8221,prefixe-plus-long,8221,8221-001.png,backend/uploads/products/8221-001.png
8222.png,.png,8222,8222,prefixe-plus-long,8222,8222-001.png,backend/uploads/products/8222-001.png
8223_.png,.png,8223,8223,prefixe-plus-long,8223,8223-001.png,backend/uploads/products/8223-001.png
8224.png,.png,82,82,prefixe-plus-long,8224,82-008.png,backend/uploads/products/82-008.png
8225.png,.png,82,82,prefixe-plus-long,8225,82-009.png,backend/uploads/products/82-009.png
8226_.png,.png,82,82,prefixe-plus-long,8226,82-010.png,backend/uploads/products/82-010.png
8229.png,.png,82,82,prefixe-plus-long,8229,82-011.png,backend/uploads/products/82-011.png
8232.png,.png,8232,8232,prefixe-plus-long,8232,8232-001.png,backend/uploads/products/8232-001.png
8233.png,.png,8233,8233,prefixe-plus-long,8233,8233-001.png,backend/uploads/products/8233-001.png
8243.jpg,.jpg,8243,8243,prefixe-plus-long,8243,8243-001.jpg,backend/uploads/products/8243-001.jpg
8248.jpg,.jpg,82,82,prefixe-plus-long,8248,82-012.jpg,backend/uploads/products/82-012.jpg
8251.jpg,.jpg,82,82,prefixe-plus-long,8251,82-013.jpg,backend/uploads/products/82-013.jpg
8252_.jpg,.jpg,82,82,prefixe-plus-long,8252,82-014.jpg,backend/uploads/products/82-014.jpg
8254.jpg,.jpg,82,82,prefixe-plus-long,8254,82-015.jpg,backend/uploads/products/82-015.jpg
8255.jpg,.jpg,8255,8255,prefixe-plus-long,8255,8255-001.jpg,backend/uploads/products/8255-001.jpg
8268_3-1 (grey).jpg,.jpg,8268,8268,prefixe-plus-long,826831grey,8268-001.jpg,backend/uploads/products/8268-001.jpg
8268_3-1 (yellow).jpg,.jpg,8268,8268,prefixe-plus-long,826831yellow,8268-002.jpg,backend/uploads/products/8268-002.jpg
8268_3-2.jpg,.jpg,8268,8268,prefixe-plus-long,826832,8268-003.jpg,backend/uploads/products/8268-003.jpg
8268_3-3 (brown).jpg,.jpg,8268,8268,prefixe-plus-long,826833brown,8268-004.jpg,backend/uploads/products/8268-004.jpg
8268_3-3 (grey).jpg,.jpg,8268,8268,prefixe-plus-long,826833grey,8268-005.jpg,backend/uploads/products/8268-005.jpg
8271_3-2.jpg,.jpg,8271/3-2,827132,prefixe-plus-long,827132,8271-3-2-001.jpg,backend/uploads/products/8271-3-2-001.jpg
8274 (blue).png,.png,82,82,prefixe-plus-long,8274blue,82-016.png,backend/uploads/products/82-016.png
8274 (green).png,.png,82,82,prefixe-plus-long,8274green,82-017.png,backend/uploads/products/82-017.png
8281_2-1-2 (brown).jpg,.jpg,8281,8281,prefixe-plus-long,8281212brown,8281-001.jpg,backend/uploads/products/8281-001.jpg
8281_2-1-2 (white).jpg,.jpg,8281,8281,prefixe-plus-long,8281212white,8281-002.jpg,backend/uploads/products/8281-002.jpg
8283_2-1-2.jpg,.jpg,82,82,prefixe-plus-long,8283212,82-018.jpg,backend/uploads/products/82-018.jpg
8285_2-1-2.jpg,.jpg,82,82,prefixe-plus-long,8285212,82-019.jpg,backend/uploads/products/82-019.jpg
8287_2-1-2.jpg,.jpg,8287,8287,prefixe-plus-long,8287212,8287-001.jpg,backend/uploads/products/8287-001.jpg
8292_2-1-2 (brown).jpg,.jpg,8292,8292,prefixe-plus-long,8292212brown,8292-001.jpg,backend/uploads/products/8292-001.jpg
8292_2-1-2 (bège).jpg,.jpg,8292,8292,prefixe-plus-long,8292212bege,8292-002.jpg,backend/uploads/products/8292-002.jpg
8294 (brown).jpg,.jpg,82,82,prefixe-plus-long,8294brown,82-020.jpg,backend/uploads/products/82-020.jpg
8294 (bège).jpg,.jpg,82,82,prefixe-plus-long,8294bege,82-021.jpg,backend/uploads/products/82-021.jpg
8295_2-1-2.jpg,.jpg,82,82,prefixe-plus-long,8295212,82-022.jpg,backend/uploads/products/82-022.jpg
8297_2-1-2 (black).png,.png,82,82,prefixe-plus-long,8297212black,82-023.png,backend/uploads/products/82-023.png
8297_2-1-2 (white).jpg,.jpg,82,82,prefixe-plus-long,8297212white,82-024.jpg,backend/uploads/products/82-024.jpg
8312.jpg,.jpg,83,83,prefixe-plus-long,8312,83-001.jpg,backend/uploads/products/83-001.jpg
8338.   #1,.png,83,83,prefixe-plus-long,8338,83-002.png,backend/uploads/products/83-002.png
8338.   #2,.png,83,83,prefixe-plus-long,8338,83-003.png,backend/uploads/products/83-003.png
8338.   #3,.png,83,83,prefixe-plus-long,8338,83-004.png,backend/uploads/products/83-004.png
8338.   #4,.png,83,83,prefixe-plus-long,8338,83-005.png,backend/uploads/products/83-005.png
8341_.png,.png,8341,8341,prefixe-plus-long,8341,8341-001.png,backend/uploads/products/8341-001.png
8344.jpg,.jpg,83,83,prefixe-plus-long,8344,83-006.jpg,backend/uploads/products/83-006.jpg
8351.jpg,.jpg,83,83,prefixe-plus-long,8351,83-007.jpg,backend/uploads/products/83-007.jpg
8372_3-1-2-3(1).jpg,.jpg,8372/3-1-2-3,83723123,prefixe-plus-long,837231231,8372-3-1-2-3-001.jpg,backend/uploads/products/8372-3-1-2-3-001.jpg
8372_3-1-2-3.jpg,.jpg,8372/3-1-2-3,83723123,prefixe-plus-long,83723123,8372-3-1-2-3-002.jpg,backend/uploads/products/8372-3-1-2-3-002.jpg
8375_3-1-2-3.jpg,.jpg,83,83,prefixe-plus-long,83753123,83-008.jpg,backend/uploads/products/83-008.jpg
8381_2-1-2.jpg,.jpg,8381/2-1-2,8381212,prefixe-plus-long,8381212,8381-2-1-2-001.jpg,backend/uploads/products/8381-2-1-2-001.jpg
8383_2-1-2.jpg,.jpg,8383,8383,prefixe-plus-long,8383212,8383-001.jpg,backend/uploads/products/8383-001.jpg
8385.jpg,.jpg,83,83,prefixe-plus-long,8385,83-009.jpg,backend/uploads/products/83-009.jpg
8387_3-1-2-3.jpg,.jpg,8387,8387,prefixe-plus-long,83873123,8387-001.jpg,backend/uploads/products/8387-001.jpg
8392_3-1-2-3.jpg,.jpg,8392,8392,prefixe-plus-long,83923123,8392-001.jpg,backend/uploads/products/8392-001.jpg
8395_3-1-2-3.png,.png,83,83,prefixe-plus-long,83953123,83-010.png,backend/uploads/products/83-010.png
8398_3-1-2-3.jpg,.jpg,83,83,prefixe-plus-long,83983123,83-011.jpg,backend/uploads/products/83-011.jpg
8416.jpg,.jpg,8416,8416,prefixe-plus-long,8416,8416-001.jpg,backend/uploads/products/8416-001.jpg
8420_2-1.jpg,.jpg,8420/2-1,842021,prefixe-plus-long,842021,8420-2-1-001.jpg,backend/uploads/products/8420-2-1-001.jpg
8427.jpg,.jpg,8427,8427,prefixe-plus-long,8427,8427-001.jpg,backend/uploads/products/8427-001.jpg
8432_2-1-2.png,.png,8432/2-1-2,8432212,prefixe-plus-long,8432212,8432-2-1-2-001.png,backend/uploads/products/8432-2-1-2-001.png
8434_2-1-2.png,.png,8434/2-1-2,8434212,prefixe-plus-long,8434212,8434-2-1-2-001.png,backend/uploads/products/8434-2-1-2-001.png
860 s.    #1,.jpg,860s,860s,prefixe-plus-long,860s,860s-001.jpg,backend/uploads/products/860s-001.jpg
860 s.    #2,.jpg,860s,860s,prefixe-plus-long,860s,860s-002.jpg,backend/uploads/products/860s-002.jpg
860 s.    #3,.jpg,860s,860s,prefixe-plus-long,860s,860s-003.jpg,backend/uploads/products/860s-003.jpg
860 s.    #4,.jpg,860s,860s,prefixe-plus-long,860s,860s-004.jpg,backend/uploads/products/860s-004.jpg
860 s_white.   #1,.jpg,860s,860s,prefixe-plus-long,860swhite,860s-005.jpg,backend/uploads/products/860s-005.jpg
860 s_white.   #2,.jpg,860s,860s,prefixe-plus-long,860swhite,860s-006.jpg,backend/uploads/products/860s-006.jpg
860 s_white.   #3,.jpg,860s,860s,prefixe-plus-long,860swhite,860s-007.jpg,backend/uploads/products/860s-007.jpg
860 s_white.   #4,.jpg,860s,860s,prefixe-plus-long,860swhite,860s-008.jpg,backend/uploads/products/860s-008.jpg
9028_40.    #1,.jpg,9028/40,902840,prefixe-plus-long,902840,9028-40-001.jpg,backend/uploads/products/9028-40-001.jpg
9028_40.    #2,.jpg,9028/40,902840,prefixe-plus-long,902840,9028-40-002.jpg,backend/uploads/products/9028-40-002.jpg
9028_40.    #3,.jpg,9028/40,902840,prefixe-plus-long,902840,9028-40-003.jpg,backend/uploads/products/9028-40-003.jpg
9028_40.    #4,.png,9028/40,902840,prefixe-plus-long,902840,9028-40-004.png,backend/uploads/products/9028-40-004.png
92247.png,.png,92247,92247,prefixe-plus-long,92247,92247-001.png,backend/uploads/products/92247-001.png
92323.jpg,.jpg,92323,92323,prefixe-plus-long,92323,92323-001.jpg,backend/uploads/products/92323-001.jpg
9265_66.jpg,.jpg,9265,9265,prefixe-plus-long,926566,9265-001.jpg,backend/uploads/products/9265-001.jpg
9442.   #1,.jpg,9442,9442,prefixe-plus-long,9442,9442-001.jpg,backend/uploads/products/9442-001.jpg
9442.   #2,.jpg,9442,9442,prefixe-plus-long,9442,9442-002.jpg,backend/uploads/products/9442-002.jpg
9442.   #3,.jpg,9442,9442,prefixe-plus-long,9442,9442-003.jpg,backend/uploads/products/9442-003.jpg
9442.   #4,.jpg,9442,9442,prefixe-plus-long,9442,9442-004.jpg,backend/uploads/products/9442-004.jpg
95407   #3.png,.png,95407,95407,prefixe-plus-long,95407,95407-001.png,backend/uploads/products/95407-001.png
95407   #4.png,.png,95407,95407,prefixe-plus-long,95407,95407-002.png,backend/uploads/products/95407-002.png
95407.    #1,.png,95407,95407,prefixe-plus-long,95407,95407-003.png,backend/uploads/products/95407-003.png
95407.    #2,.png,95407,95407,prefixe-plus-long,95407,95407-004.png,backend/uploads/products/95407-004.png
95488.  #1,.png,9548,9548,prefixe-plus-long,95488,9548-001.png,backend/uploads/products/9548-001.png
95488.  #2,.png,9548,9548,prefixe-plus-long,95488,9548-002.png,backend/uploads/products/9548-002.png
95488.  #3,.png,9548,9548,prefixe-plus-long,95488,9548-003.png,backend/uploads/products/9548-003.png
95488.  #4,.png,9548,9548,prefixe-plus-long,95488,9548-004.png,backend/uploads/products/9548-004.png
95488. #1,.png,9548,9548,prefixe-plus-long,95488,9548-005.png,backend/uploads/products/9548-005.png
95488. #2,.jpg,9548,9548,prefixe-plus-long,95488,9548-006.jpg,backend/uploads/products/9548-006.jpg
95488. #3,.jpg,9548,9548,prefixe-plus-long,95488,9548-007.jpg,backend/uploads/products/9548-007.jpg
95488. #4,.jpg,9548,9548,prefixe-plus-long,95488,9548-008.jpg,backend/uploads/products/9548-008.jpg
95540.  #1,.jpg,95540,95540,prefixe-plus-long,95540,95540-001.jpg,backend/uploads/products/95540-001.jpg
95540.  #2,.jpg,95540,95540,prefixe-plus-long,95540,95540-002.jpg,backend/uploads/products/95540-002.jpg
95540.  #3,.jpg,95540,95540,prefixe-plus-long,95540,95540-003.jpg,backend/uploads/products/95540-003.jpg
95540.  #4,.jpg,95540,95540,prefixe-plus-long,95540,95540-004.jpg,backend/uploads/products/95540-004.jpg
9801 _red.   #1,.jpg,9801,9801,prefixe-plus-long,9801red,9801-001.jpg,backend/uploads/products/9801-001.jpg
9801 _red.   #2,.jpg,9801,9801,prefixe-plus-long,9801red,9801-002.jpg,backend/uploads/products/9801-002.jpg
9801 _red.   #3,.jpg,9801,9801,prefixe-plus-long,9801red,9801-003.jpg,backend/uploads/products/9801-003.jpg
9801 _red.   #4,.jpg,9801,9801,prefixe-plus-long,9801red,9801-004.jpg,backend/uploads/products/9801-004.jpg
9801_blue.    #1,.png,9801,9801,prefixe-plus-long,9801blue,9801-005.png,backend/uploads/products/9801-005.png
9801_blue.    #2,.png,9801,9801,prefixe-plus-long,9801blue,9801-006.png,backend/uploads/products/9801-006.png
9801_blue.    #3,.png,9801,9801,prefixe-plus-long,9801blue,9801-007.png,backend/uploads/products/9801-007.png
9801_blue.    #4,.png,9801,9801,prefixe-plus-long,9801blue,9801-008.png,backend/uploads/products/9801-008.png
9801_yellow.   #1,.jpg,9801,9801,prefixe-plus-long,9801yellow,9801-009.jpg,backend/uploads/products/9801-009.jpg
9801_yellow.   #2,.jpg,9801,9801,prefixe-plus-long,9801yellow,9801-010.jpg,backend/uploads/products/9801-010.jpg
9801_yellow.   #3,.jpg,9801,9801,prefixe-plus-long,9801yellow,9801-011.jpg,backend/uploads/products/9801-011.jpg
9801_yellow.   #4,.jpg,9801,9801,prefixe-plus-long,9801yellow,9801-012.jpg,backend/uploads/products/9801-012.jpg
9820_gold.  #1,.png,9820,9820,prefixe-plus-long,9820gold,9820-001.png,backend/uploads/products/9820-001.png
9820_gold.  #2,.png,9820,9820,prefixe-plus-long,9820gold,9820-002.png,backend/uploads/products/9820-002.png
9820_gold.  #3,.png,9820,9820,prefixe-plus-long,9820gold,9820-003.png,backend/uploads/products/9820-003.png
9820_gold.  #4,.png,9820,9820,prefixe-plus-long,9820gold,9820-004.png,backend/uploads/products/9820-004.png
9820_silver #1.png,.png,9820,9820,prefixe-plus-long,9820silver,9820-005.png,backend/uploads/products/9820-005.png
9820_silver #2.png,.png,9820,9820,prefixe-plus-long,9820silver,9820-006.png,backend/uploads/products/9820-006.png
9820_silver #3.png,.png,9820,9820,prefixe-plus-long,9820silver,9820-007.png,backend/uploads/products/9820-007.png
9820_silver #4.png,.png,9820,9820,prefixe-plus-long,9820silver,9820-008.png,backend/uploads/products/9820-008.png
9824.  #1,.png,9824,9824,prefixe-plus-long,9824,9824-001.png,backend/uploads/products/9824-001.png
9824.  #2,.png,9824,9824,prefixe-plus-long,9824,9824-002.png,backend/uploads/products/9824-002.png
9824.  #3,.png,9824,9824,prefixe-plus-long,9824,9824-003.png,backend/uploads/products/9824-003.png
9824.  #4,.png,9824,9824,prefixe-plus-long,9824,9824-004.png,backend/uploads/products/9824-004.png
9824_yellow.    #1,.png,9824,9824,prefixe-plus-long,9824yellow,9824-005.png,backend/uploads/products/9824-005.png
9824_yellow.    #2,.png,9824,9824,prefixe-plus-long,9824yellow,9824-006.png,backend/uploads/products/9824-006.png
9824_yellow.    #3,.png,9824,9824,prefixe-plus-long,9824yellow,9824-007.png,backend/uploads/products/9824-007.png
9824_yellow.    #4,.png,9824,9824,prefixe-plus-long,9824yellow,9824-008.png,backend/uploads/products/9824-008.png
9841_80×35.  #1,.jpg,9841,9841,prefixe-plus-long,98418035,9841-001.jpg,backend/uploads/products/9841-001.jpg
9841_80×35.  #2,.png,9841,9841,prefixe-plus-long,98418035,9841-002.png,backend/uploads/products/9841-002.png
9841_80×35.  #3,.png,9841,9841,prefixe-plus-long,98418035,9841-003.png,backend/uploads/products/9841-003.png
9841_80×35.  #4,.png,9841,9841,prefixe-plus-long,98418035,9841-004.png,backend/uploads/products/9841-004.png
A 2337.png,.png,A2337,a2337,prefixe-plus-long,a2337,a2337-001.png,backend/uploads/products/a2337-001.png
A 2339.png,.png,A 2339,a2339,prefixe-plus-long,a2339,a-2339-001.png,backend/uploads/products/a-2339-001.png
A1007.   #1,.png,A1007,a1007,prefixe-plus-long,a1007,a1007-001.png,backend/uploads/products/a1007-001.png
A1007.   #2,.png,A1007,a1007,prefixe-plus-long,a1007,a1007-002.png,backend/uploads/products/a1007-002.png
A1007.   #3,.png,A1007,a1007,prefixe-plus-long,a1007,a1007-003.png,backend/uploads/products/a1007-003.png
A1007.   #4,.jpg,A1007,a1007,prefixe-plus-long,a1007,a1007-004.jpg,backend/uploads/products/a1007-004.jpg
A186_6_8.   #1,.png,A186/6_8,a18668,prefixe-plus-long,a18668,a186-6-8-001.png,backend/uploads/products/a186-6-8-001.png
A186_6_8.   #2,.png,A186/6_8,a18668,prefixe-plus-long,a18668,a186-6-8-002.png,backend/uploads/products/a186-6-8-002.png
A186_6_8.   #3,.png,A186/6_8,a18668,prefixe-plus-long,a18668,a186-6-8-003.png,backend/uploads/products/a186-6-8-003.png
A186_6_8.   #4,.png,A186/6_8,a18668,prefixe-plus-long,a18668,a186-6-8-004.png,backend/uploads/products/a186-6-8-004.png
A188.png,.png,A188,a188,prefixe-plus-long,a188,a188-001.png,backend/uploads/products/a188-001.png
A910.  #1,.png,A910,a910,prefixe-plus-long,a910,a910-001.png,backend/uploads/products/a910-001.png
A910.  #2,.png,A910,a910,prefixe-plus-long,a910,a910-002.png,backend/uploads/products/a910-002.png
A910.  #3,.png,A910,a910,prefixe-plus-long,a910,a910-003.png,backend/uploads/products/a910-003.png
A910.  #4,.png,A910,a910,prefixe-plus-long,a910,a910-004.png,backend/uploads/products/a910-004.png
A921FGD.   #1,.jpg,A921FGD,a921fgd,prefixe-plus-long,a921fgd,a921fgd-001.jpg,backend/uploads/products/a921fgd-001.jpg
A921FGD.   #2,.jpg,A921FGD,a921fgd,prefixe-plus-long,a921fgd,a921fgd-002.jpg,backend/uploads/products/a921fgd-002.jpg
A921FGD.   #3,.jpg,A921FGD,a921fgd,prefixe-plus-long,a921fgd,a921fgd-003.jpg,backend/uploads/products/a921fgd-003.jpg
A921FGD.   #4,.jpg,A921FGD,a921fgd,prefixe-plus-long,a921fgd,a921fgd-004.jpg,backend/uploads/products/a921fgd-004.jpg
A925.   #1,.png,A925,a925,prefixe-plus-long,a925,a925-001.png,backend/uploads/products/a925-001.png
A925.   #2,.png,A925,a925,prefixe-plus-long,a925,a925-002.png,backend/uploads/products/a925-002.png
A925.   #3,.png,A925,a925,prefixe-plus-long,a925,a925-003.png,backend/uploads/products/a925-003.png
A925.   #4,.png,A925,a925,prefixe-plus-long,a925,a925-004.png,backend/uploads/products/a925-004.png
A926FGD.    #1,.png,A926FGD,a926fgd,prefixe-plus-long,a926fgd,a926fgd-001.png,backend/uploads/products/a926fgd-001.png
A926FGD.    #2,.png,A926FGD,a926fgd,prefixe-plus-long,a926fgd,a926fgd-002.png,backend/uploads/products/a926fgd-002.png
A926FGD.    #3,.png,A926FGD,a926fgd,prefixe-plus-long,a926fgd,a926fgd-003.png,backend/uploads/products/a926fgd-003.png
A926FGD.    #4,.jpg,A926FGD,a926fgd,prefixe-plus-long,a926fgd,a926fgd-004.jpg,backend/uploads/products/a926fgd-004.jpg
A929BK.    #1,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-001.jpg,backend/uploads/products/a929bk-001.jpg
A929BK.    #2,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-002.jpg,backend/uploads/products/a929bk-002.jpg
A929BK.    #3,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-003.jpg,backend/uploads/products/a929bk-003.jpg
A929BK.   #2,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-004.jpg,backend/uploads/products/a929bk-004.jpg
A929BK.   #3,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-005.jpg,backend/uploads/products/a929bk-005.jpg
A929BK.   #4,.jpg,A929BK,a929bk,prefixe-plus-long,a929bk,a929bk-006.jpg,backend/uploads/products/a929bk-006.jpg
B 4023 100 cm.  #1,.png,B4023,b4023,prefixe-plus-long,b4023100cm,b4023-001.png,backend/uploads/products/b4023-001.png
B 4023 100 cm.  #2,.png,B4023,b4023,prefixe-plus-long,b4023100cm,b4023-002.png,backend/uploads/products/b4023-002.png
B 4023 100 cm.  #3,.png,B4023,b4023,prefixe-plus-long,b4023100cm,b4023-003.png,backend/uploads/products/b4023-003.png
B 4023 100 cm.  #4,.jpg,B4023,b4023,prefixe-plus-long,b4023100cm,b4023-004.jpg,backend/uploads/products/b4023-004.jpg
B 8016_ yellow.   #1,.png,B 8016,b8016,prefixe-plus-long,b8016yellow,b-8016-001.png,backend/uploads/products/b-8016-001.png
B 8016_ yellow.   #2,.png,B 8016,b8016,prefixe-plus-long,b8016yellow,b-8016-002.png,backend/uploads/products/b-8016-002.png
B 8016_ yellow.   #3,.png,B 8016,b8016,prefixe-plus-long,b8016yellow,b-8016-003.png,backend/uploads/products/b-8016-003.png
B 8016_ yellow.   #4,.png,B 8016,b8016,prefixe-plus-long,b8016yellow,b-8016-004.png,backend/uploads/products/b-8016-004.png
B 8016_blue.   #1,.png,B 8016,b8016,prefixe-plus-long,b8016blue,b-8016-005.png,backend/uploads/products/b-8016-005.png
B 8016_blue.   #2,.png,B 8016,b8016,prefixe-plus-long,b8016blue,b-8016-006.png,backend/uploads/products/b-8016-006.png
B 8016_blue.   #3,.png,B 8016,b8016,prefixe-plus-long,b8016blue,b-8016-007.png,backend/uploads/products/b-8016-007.png
B 8016_blue.   #4,.png,B 8016,b8016,prefixe-plus-long,b8016blue,b-8016-008.png,backend/uploads/products/b-8016-008.png
B 994.   #1,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-001.jpg,backend/uploads/products/b-994-001.jpg
B 994.   #2,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-002.jpg,backend/uploads/products/b-994-002.jpg
B 994.   #3,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-003.jpg,backend/uploads/products/b-994-003.jpg
B 994.   #4,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-004.jpg,backend/uploads/products/b-994-004.jpg
B 994.  #1,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-005.jpg,backend/uploads/products/b-994-005.jpg
B 994.  #2,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-006.jpg,backend/uploads/products/b-994-006.jpg
B 994.  #3,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-007.jpg,backend/uploads/products/b-994-007.jpg
B 994.  #4,.jpg,B 994,b994,prefixe-plus-long,b994,b-994-008.jpg,backend/uploads/products/b-994-008.jpg
CJ 11 80.png,.png,CJ 1180,cj1180,prefixe-plus-long,cj1180,cj-1180-001.png,backend/uploads/products/cj-1180-001.png
CJ 1250_.jpg,.jpg,CJ 1250.,cj1250,prefixe-plus-long,cj1250,cj-1250-001.jpg,backend/uploads/products/cj-1250-001.jpg
CJ 1250_.png,.png,CJ 1250.,cj1250,prefixe-plus-long,cj1250,cj-1250-002.png,backend/uploads/products/cj-1250-002.png
CJ 1375.png,.png,CJ 1375,cj1375,prefixe-plus-long,cj1375,cj-1375-001.png,backend/uploads/products/cj-1375-001.png
d 214.  #1,.jpg,D 214,d214,prefixe-plus-long,d214,d-214-001.jpg,backend/uploads/products/d-214-001.jpg
d 214.  #2,.jpg,D 214,d214,prefixe-plus-long,d214,d-214-002.jpg,backend/uploads/products/d-214-002.jpg
d 214.  #3,.jpg,D 214,d214,prefixe-plus-long,d214,d-214-003.jpg,backend/uploads/products/d-214-003.jpg
d 214.  #4,.jpg,D 214,d214,prefixe-plus-long,d214,d-214-004.jpg,backend/uploads/products/d-214-004.jpg
d012.  #1,.png,d012,d012,prefixe-plus-long,d012,d012-001.png,backend/uploads/products/d012-001.png
d012.  #2,.png,d012,d012,prefixe-plus-long,d012,d012-002.png,backend/uploads/products/d012-002.png
d012.  #3,.jpg,d012,d012,prefixe-plus-long,d012,d012-003.jpg,backend/uploads/products/d012-003.jpg
d012.  #4,.jpg,d012,d012,prefixe-plus-long,d012,d012-004.jpg,backend/uploads/products/d012-004.jpg
D208. #1,.jpg,D208,d208,prefixe-plus-long,d208,d208-001.jpg,backend/uploads/products/d208-001.jpg
D208. #2,.jpg,D208,d208,prefixe-plus-long,d208,d208-002.jpg,backend/uploads/products/d208-002.jpg
D208. #3,.jpg,D208,d208,prefixe-plus-long,d208,d208-003.jpg,backend/uploads/products/d208-003.jpg
D208. #4,.jpg,D208,d208,prefixe-plus-long,d208,d208-004.jpg,backend/uploads/products/d208-004.jpg
D9806_6+4.  #1,.jpg,D9806/6+4,d980664,prefixe-plus-long,d980664,d9806-6-4-001.jpg,backend/uploads/products/d9806-6-4-001.jpg
D9806_6+4.  #2,.jpg,D9806/6+4,d980664,prefixe-plus-long,d980664,d9806-6-4-002.jpg,backend/uploads/products/d9806-6-4-002.jpg
D9806_6+4.  #3,.jpg,D9806/6+4,d980664,prefixe-plus-long,d980664,d9806-6-4-003.jpg,backend/uploads/products/d9806-6-4-003.jpg
D9806_6+4.  #4,.jpg,D9806/6+4,d980664,prefixe-plus-long,d980664,d9806-6-4-004.jpg,backend/uploads/products/d9806-6-4-004.jpg
D9865_6L.  #1,.jpg,D9865/6L,d98656l,prefixe-plus-long,d98656l,d9865-6l-001.jpg,backend/uploads/products/d9865-6l-001.jpg
D9865_6L.  #2,.jpg,D9865/6L,d98656l,prefixe-plus-long,d98656l,d9865-6l-002.jpg,backend/uploads/products/d9865-6l-002.jpg
D9865_6L.  #3,.jpg,D9865/6L,d98656l,prefixe-plus-long,d98656l,d9865-6l-003.jpg,backend/uploads/products/d9865-6l-003.jpg
D9865_6L.  #4,.jpg,D9865/6L,d98656l,prefixe-plus-long,d98656l,d9865-6l-004.jpg,backend/uploads/products/d9865-6l-004.jpg
JS 093.png,.png,JS 093,js093,prefixe-plus-long,js093,js-093-001.png,backend/uploads/products/js-093-001.png
js 32 A.png,.png,js 32 A,js32a,prefixe-plus-long,js32a,js-32-a-001.png,backend/uploads/products/js-32-a-001.png
k29_1.  #1,.jpg,k29,k29,prefixe-plus-long,k291,k29-001.jpg,backend/uploads/products/k29-001.jpg
k29_1.  #2,.png,k29,k29,prefixe-plus-long,k291,k29-002.png,backend/uploads/products/k29-002.png
k29_1.  #3,.jpg,k29,k29,prefixe-plus-long,k291,k29-003.jpg,backend/uploads/products/k29-003.jpg
k29_1.  #4,.jpg,k29,k29,prefixe-plus-long,k291,k29-004.jpg,backend/uploads/products/k29-004.jpg
k35.   #1,.jpg,k35,k35,prefixe-plus-long,k35,k35-001.jpg,backend/uploads/products/k35-001.jpg
k35.   #2,.jpg,k35,k35,prefixe-plus-long,k35,k35-002.jpg,backend/uploads/products/k35-002.jpg
k35.   #3,.jpg,k35,k35,prefixe-plus-long,k35,k35-003.jpg,backend/uploads/products/k35-003.jpg
k35.   #4,.jpg,k35,k35,prefixe-plus-long,k35,k35-004.jpg,backend/uploads/products/k35-004.jpg
k79.  #1,.png,k79,k79,prefixe-plus-long,k79,k79-001.png,backend/uploads/products/k79-001.png
k79. #2,.png,k79,k79,prefixe-plus-long,k79,k79-002.png,backend/uploads/products/k79-002.png
k79. #3,.png,k79,k79,prefixe-plus-long,k79,k79-003.png,backend/uploads/products/k79-003.png
k79. #4,.jpg,k79,k79,prefixe-plus-long,k79,k79-004.jpg,backend/uploads/products/k79-004.jpg
KD 159-1.png,.png,KD 159-1,kd1591,prefixe-plus-long,kd1591,kd-159-1-001.png,backend/uploads/products/kd-159-1-001.png
